scheme,domainLength,digitsInDomain,specialInDomain,dotsInDomain,numberDomainSegments,lengthSegmentsRatioDomain,pathLength,digitsInPath,specialInPath,numberQuersSegments,lengthQuerySegRatio,schemeInQuery,longestCharRatio,longestDigitRatio,phishWord,ip,phish
2,8,0,1,1,2,0.5,27,5,4,0,0.0,0,0.2325581395348837,0.1162790697674418,1,0,1
1,20,0,2,2,3,0.3333333333333333,67,10,14,0,0.0,0,0.1382978723404255,0.0212765957446808,0,0,1
1,9,0,2,1,3,0.3333333333333333,23,3,4,0,0.0,0,0.2307692307692307,0.0769230769230769,0,0,1
1,14,0,2,2,3,0.3333333333333333,14,0,2,1,1.0,1,0.2142857142857142,0.0714285714285714,1,0,1
2,15,0,2,2,3,0.3333333333333333,41,4,7,0,0.0,0,0.125,0.0625,1,0,1
1,24,0,1,1,2,0.5,37,9,8,0,0.0,0,0.2941176470588235,0.0588235294117647,1,0,1
1,19,0,2,2,3,0.3333333333333333,46,18,8,0,0.0,0,0.1527777777777778,0.1111111111111111,0,0,1
2,9,1,1,1,2,0.5,22,0,3,0,0.0,0,0.2307692307692307,0.0256410256410256,1,0,1
2,12,0,2,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.238095238095238,0.0,0,0,1
1,22,0,2,2,3,0.3333333333333333,29,0,4,0,0.0,0,0.1896551724137931,0.0,3,0,1
2,23,0,2,2,3,0.3333333333333333,115,35,31,0,0.0,0,0.1027397260273972,0.0273972602739726,0,0,1
2,12,0,1,1,2,0.5,61,2,13,0,0.0,0,0.0987654320987654,0.0246913580246913,2,0,1
1,25,4,4,3,4,0.25,15,0,2,1,1.0,1,0.0375426621160409,0.0136518771331058,1,0,1
2,12,0,2,2,3,0.3333333333333333,87,11,15,0,0.0,0,0.0934579439252336,0.0747663551401869,0,0,1
1,19,0,2,2,3,0.3333333333333333,9,6,3,0,0.0,0,0.3142857142857143,0.1142857142857142,0,0,1
1,22,0,2,2,3,0.3333333333333333,41,0,5,0,0.0,0,0.2,0.0,6,0,1
2,16,0,2,2,3,0.3333333333333333,142,47,48,0,0.0,0,0.0542168674698795,0.0120481927710843,1,0,1
2,18,0,2,2,3,0.3333333333333333,1,0,1,6,0.1666666666666666,1,0.1639344262295081,0.0,1,0,1
1,17,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.2272727272727272,0.0909090909090909,0,0,1
2,11,0,1,1,2,0.5,20,5,4,0,0.0,0,0.2051282051282051,0.1282051282051282,0,0,1
1,20,0,2,2,3,0.3333333333333333,15,2,3,0,0.0,0,0.2857142857142857,0.0476190476190476,0,0,1
1,13,4,2,2,3,0.3333333333333333,30,11,4,0,0.0,0,0.14,0.22,1,0,1
1,29,0,2,2,3,0.3333333333333333,11,0,2,0,0.0,0,0.3191489361702128,0.0,1,0,1
1,25,0,2,2,3,0.3333333333333333,30,0,5,0,0.0,0,0.2741935483870967,0.0,0,0,1
2,17,0,2,2,3,0.3333333333333333,31,0,5,1,1.0,1,0.160919540229885,0.0,1,0,1
2,20,0,2,2,3,0.3333333333333333,33,4,5,0,0.0,0,0.2131147540983606,0.0655737704918032,0,0,1
1,9,0,1,1,2,0.5,37,7,6,0,0.0,0,0.2264150943396226,0.1132075471698113,1,0,1
1,17,0,2,2,3,0.3333333333333333,16,1,3,1,1.0,1,0.1272727272727272,0.109090909090909,0,0,1
1,20,0,2,2,3,0.3333333333333333,36,14,9,0,0.0,0,0.2063492063492063,0.0634920634920634,0,0,1
2,19,0,2,2,3,0.3333333333333333,51,1,6,0,0.0,0,0.2051282051282051,0.0128205128205128,1,0,1
1,15,0,2,2,3,0.3333333333333333,14,3,3,0,0.0,0,0.25,0.0833333333333333,0,0,1
1,16,0,2,2,3,0.3333333333333333,16,0,3,1,1.0,1,0.0824742268041237,0.0206185567010309,0,0,1
2,31,1,4,4,5,0.2,27,0,4,0,0.0,0,0.1969696969696969,0.0151515151515151,3,0,1
2,20,0,2,2,3,0.3333333333333333,17,7,3,0,0.0,0,0.2888888888888888,0.1555555555555555,0,0,1
2,29,0,3,3,4,0.25,24,0,2,1,1.0,1,0.2647058823529412,0.0441176470588235,2,0,1
2,18,0,2,2,3,0.3333333333333333,8,0,2,1,1.0,1,0.0941176470588235,0.0470588235294117,2,0,1
1,15,2,2,2,3,0.3333333333333333,16,8,4,0,0.0,0,0.131578947368421,0.1052631578947368,1,0,1
1,17,2,1,1,2,0.5,29,0,6,0,0.0,0,0.1698113207547169,0.0377358490566037,0,0,1
1,23,0,2,2,3,0.3333333333333333,28,6,6,1,1.0,1,0.1785714285714285,0.1547619047619047,0,0,1
2,11,0,2,2,3,0.3333333333333333,20,0,4,1,1.0,1,0.1379310344827586,0.1551724137931034,0,0,1
2,23,0,1,1,2,0.5,23,2,5,0,0.0,0,0.3518518518518518,0.037037037037037,0,0,1
2,22,0,1,1,2,0.5,71,12,11,0,0.0,0,0.1881188118811881,0.0792079207920792,0,0,1
1,12,0,2,2,3,0.3333333333333333,1,0,1,1,1.0,1,0.1785714285714285,0.0,0,0,1
1,16,0,2,2,3,0.3333333333333333,22,3,3,1,1.0,1,0.0955414012738853,0.019108280254777,1,0,1
1,16,0,3,3,4,0.25,29,0,4,0,0.0,0,0.173076923076923,0.0,0,0,1
1,10,0,1,1,2,0.5,11,3,1,0,0.0,0,0.25,0.1071428571428571,0,0,1
2,28,0,2,2,3,0.3333333333333333,16,9,3,0,0.0,0,0.3846153846153846,0.0961538461538461,0,0,1
1,14,0,2,2,3,0.3333333333333333,14,0,3,2,0.5,1,0.0776699029126213,0.0194174757281553,1,0,1
2,23,0,2,2,3,0.3333333333333333,157,13,23,0,0.0,0,0.0585106382978723,0.0425531914893617,6,0,1
1,17,0,1,1,2,0.5,20,0,3,1,1.0,1,0.1489361702127659,0.0425531914893617,0,0,1
1,24,0,2,2,3,0.3333333333333333,52,0,8,0,0.0,0,0.1927710843373494,0.0,0,0,1
2,10,0,1,1,2,0.5,14,0,3,1,1.0,1,0.075,0.1125,2,0,1
1,16,0,2,2,3,0.3333333333333333,16,0,3,0,0.0,0,0.2564102564102564,0.0,0,0,1
1,27,0,3,2,4,0.25,54,1,9,0,0.0,0,0.1590909090909091,0.0113636363636363,1,0,1
1,13,0,2,2,3,0.3333333333333333,20,9,4,0,0.0,0,0.15,0.125,1,0,1
1,9,0,1,1,2,0.5,13,0,2,0,0.0,0,0.2413793103448276,0.0,1,0,1
2,22,0,2,2,3,0.3333333333333333,81,5,14,0,0.0,0,0.1351351351351351,0.045045045045045,1,0,1
2,13,0,2,2,3,0.3333333333333333,79,2,12,0,0.0,0,0.11,0.02,2,0,1
2,13,0,2,2,3,0.3333333333333333,124,6,16,3,0.3333333333333333,1,0.0679012345679012,0.0246913580246913,1,0,1
2,34,0,2,2,3,0.3333333333333333,12,0,2,0,0.0,0,0.4814814814814814,0.0,1,0,1
1,12,8,1,1,2,0.5,21,7,3,0,0.0,0,0.175,0.2,0,0,1
2,20,0,2,2,3,0.3333333333333333,19,0,3,10,0.1,1,0.1,0.0,3,0,1
1,35,0,2,2,3,0.3333333333333333,46,14,16,1,1.0,1,0.1042471042471042,0.0077220077220077,1,0,1
2,13,0,1,1,2,0.5,51,4,10,0,0.0,0,0.125,0.0277777777777777,2,0,1
1,18,0,1,1,2,0.5,16,3,3,0,0.0,0,0.3414634146341463,0.073170731707317,0,0,1
1,21,0,2,2,3,0.3333333333333333,43,19,4,0,0.0,0,0.1830985915492957,0.2676056338028169,0,0,1
1,12,0,2,2,3,0.3333333333333333,49,3,8,0,0.0,0,0.1323529411764706,0.0294117647058823,1,0,1
2,31,0,2,2,3,0.3333333333333333,39,6,8,0,0.0,0,0.2307692307692307,0.0512820512820512,4,0,1
1,25,0,3,2,4,0.25,35,0,4,1,1.0,1,0.1489361702127659,0.1595744680851064,5,0,1
2,24,2,1,1,2,0.5,13,0,4,0,0.0,0,0.4,0.0444444444444444,1,0,1
1,21,0,2,2,3,0.3333333333333333,9,0,1,0,0.0,0,0.2162162162162162,0.0,1,0,1
2,22,0,3,3,4,0.25,72,8,14,0,0.0,0,0.1078431372549019,0.0392156862745098,0,0,1
2,10,0,1,1,2,0.5,26,18,2,1,1.0,1,0.0845070422535211,0.2535211267605634,2,0,1
2,14,0,2,2,3,0.3333333333333333,76,12,12,0,0.0,0,0.1020408163265306,0.0612244897959183,1,0,1
2,19,0,3,2,4,0.25,11,0,2,1,1.0,1,0.0760869565217391,0.0434782608695652,1,0,1
1,17,0,2,2,3,0.3333333333333333,41,17,8,0,0.0,0,0.1384615384615384,0.1384615384615384,2,0,1
2,15,0,2,2,3,0.3333333333333333,39,0,3,0,0.0,0,0.3709677419354839,0.0,0,0,1
1,12,0,1,1,2,0.5,38,17,10,0,0.0,0,0.1578947368421052,0.0701754385964912,1,0,1
2,56,1,8,5,9,0.1111111111111111,11,5,2,0,0.0,0,0.1466666666666666,0.0666666666666666,2,0,1
1,16,0,2,2,3,0.3333333333333333,17,10,2,0,0.0,0,0.225,0.25,0,0,1
2,20,0,3,2,4,0.25,11,1,2,1,1.0,1,0.2272727272727272,0.0227272727272727,1,0,1
1,11,1,2,2,3,0.3333333333333333,14,6,3,0,0.0,0,0.125,0.1875,1,0,1
1,24,0,2,2,3,0.3333333333333333,36,14,6,1,1.0,1,0.25,0.1944444444444444,1,0,1
2,22,0,2,2,3,0.3333333333333333,25,0,3,1,1.0,1,0.1265822784810126,0.1265822784810126,3,0,1
1,9,0,1,1,2,0.5,15,5,5,0,0.0,0,0.1935483870967742,0.0967741935483871,0,0,1
1,24,0,2,2,3,0.3333333333333333,15,2,3,0,0.0,0,0.3478260869565217,0.0434782608695652,1,0,1
2,13,0,1,1,2,0.5,42,6,6,0,0.0,0,0.1428571428571428,0.0952380952380952,1,0,1
2,15,1,1,1,2,0.5,32,2,6,0,0.0,0,0.1818181818181818,0.0363636363636363,3,0,1
2,16,0,2,2,3,0.3333333333333333,36,8,7,1,1.0,1,0.09,0.04,5,0,1
1,12,0,2,2,3,0.3333333333333333,12,8,2,0,0.0,0,0.1612903225806451,0.2580645161290322,0,0,1
1,23,0,1,1,2,0.5,15,0,3,0,0.0,0,0.4444444444444444,0.0,1,0,1
1,12,0,2,2,3,0.3333333333333333,10,0,2,2,0.5,1,0.125,0.05,0,0,1
2,17,0,3,3,4,0.25,27,0,3,0,0.0,0,0.2115384615384615,0.0,0,0,1
2,28,0,1,1,2,0.5,92,9,16,0,0.0,0,0.1875,0.046875,2,0,1
2,9,0,1,1,2,0.5,23,6,4,0,0.0,0,0.2,0.125,2,0,1
1,25,0,2,2,3,0.3333333333333333,20,5,3,0,0.0,0,0.2115384615384615,0.0961538461538461,0,0,1
2,22,0,3,3,4,0.25,48,5,6,0,0.0,0,0.141025641025641,0.0641025641025641,3,0,1
1,15,0,1,1,2,0.5,7,5,2,0,0.0,0,0.3793103448275862,0.1724137931034483,0,0,1
1,15,0,1,1,2,0.5,18,0,3,0,0.0,0,0.3,0.0,1,0,1
1,14,0,2,2,3,0.3333333333333333,4,0,1,3,0.3333333333333333,1,0.1320754716981132,0.0188679245283018,1,0,1
1,23,0,2,2,3,0.3333333333333333,12,4,3,0,0.0,0,0.3571428571428571,0.0714285714285714,0,0,1
1,28,0,2,2,3,0.3333333333333333,19,0,4,0,0.0,0,0.3703703703703703,0.0,1,0,1
1,15,0,2,2,3,0.3333333333333333,4,0,1,1,1.0,1,0.2352941176470588,0.1176470588235294,1,0,1
1,13,0,1,1,2,0.5,12,0,3,0,0.0,0,0.25,0.0,0,0,1
1,22,0,1,1,2,0.5,17,10,2,0,0.0,0,0.391304347826087,0.217391304347826,0,0,1
2,16,0,2,2,3,0.3333333333333333,71,0,8,0,0.0,0,0.2736842105263158,0.0,2,0,1
2,12,0,1,1,2,0.5,34,4,6,0,0.0,0,0.1851851851851851,0.074074074074074,0,0,1
1,17,0,2,2,3,0.3333333333333333,8,1,3,0,0.0,0,0.34375,0.03125,1,0,1
2,16,0,2,2,3,0.3333333333333333,15,0,2,0,0.0,0,0.2564102564102564,0.0,0,0,1
2,14,0,2,2,3,0.3333333333333333,17,0,3,0,0.0,0,0.2051282051282051,0.0,1,0,1
2,10,0,2,1,3,0.3333333333333333,164,53,57,0,0.0,0,0.0274725274725274,0.0109890109890109,0,0,1
1,19,0,2,2,3,0.3333333333333333,26,6,6,0,0.0,0,0.2115384615384615,0.0769230769230769,0,0,1
2,19,0,3,2,4,0.25,44,8,8,0,0.0,0,0.1126760563380281,0.056338028169014,1,0,1
2,28,0,4,2,5,0.2,75,5,11,0,0.0,0,0.0990990990990991,0.045045045045045,0,0,1
2,21,0,2,2,3,0.3333333333333333,42,18,6,0,0.0,0,0.1408450704225352,0.1126760563380281,5,0,1
2,24,0,2,1,3,0.3333333333333333,118,0,18,0,0.0,0,0.1,0.0,4,0,1
2,22,0,3,3,4,0.25,20,5,3,0,0.0,0,0.22,0.1,2,0,1
1,13,0,1,1,2,0.5,12,0,3,0,0.0,0,0.3125,0.0,1,0,1
2,12,0,1,1,2,0.5,19,0,3,0,0.0,0,0.282051282051282,0.0,0,0,1
2,13,0,2,2,3,0.3333333333333333,7,0,1,1,1.0,1,0.1666666666666666,0.0,0,0,1
1,14,0,1,1,2,0.5,14,3,3,0,0.0,0,0.2857142857142857,0.0857142857142857,1,0,1
2,25,0,2,2,3,0.3333333333333333,18,0,4,0,0.0,0,0.3333333333333333,0.0,2,0,1
2,19,0,2,1,3,0.3333333333333333,33,10,12,0,0.0,0,0.1166666666666666,0.0333333333333333,1,0,1
2,20,0,1,1,2,0.5,30,5,9,0,0.0,0,0.293103448275862,0.0344827586206896,0,0,1
2,13,0,1,1,2,0.5,177,17,34,0,0.0,0,0.0454545454545454,0.0151515151515151,2,0,1
2,24,0,4,1,4,0.25,38,0,5,0,0.0,0,0.1857142857142857,0.0,1,0,1
2,21,4,2,2,3,0.3333333333333333,88,8,17,0,0.0,0,0.0683760683760683,0.0341880341880341,1,0,1
2,13,0,1,1,2,0.5,9,0,2,0,0.0,0,0.3,0.0,0,0,1
2,26,0,3,3,4,0.25,6,0,2,1,1.0,1,0.1186440677966101,0.1186440677966101,3,0,1
2,10,0,1,1,2,0.5,91,6,16,0,0.0,0,0.0825688073394495,0.036697247706422,2,0,1
1,31,4,7,1,4,0.25,73,24,8,0,0.0,0,0.0990990990990991,0.1081081081081081,1,0,1
2,24,0,2,2,3,0.3333333333333333,26,0,5,0,0.0,0,0.2758620689655172,0.0,0,0,1
1,12,0,1,1,2,0.5,1,0,1,2,0.5,1,0.2222222222222222,0.0555555555555555,1,0,1
2,16,0,2,2,3,0.3333333333333333,64,0,9,0,0.0,0,0.1363636363636363,0.0,0,0,1
1,17,0,2,1,3,0.3333333333333333,29,10,5,0,0.0,0,0.1509433962264151,0.1886792452830188,2,0,1
1,17,0,2,2,3,0.3333333333333333,30,3,4,0,0.0,0,0.2962962962962963,0.0555555555555555,0,0,1
2,16,2,2,2,3,0.3333333333333333,45,0,6,0,0.0,0,0.2028985507246377,0.0289855072463768,1,0,1
1,19,0,2,2,3,0.3333333333333333,11,0,2,1,1.0,1,0.1122448979591836,0.0918367346938775,1,0,1
2,16,0,1,1,2,0.5,85,8,11,0,0.0,0,0.1192660550458715,0.073394495412844,2,0,1
1,27,0,2,2,3,0.3333333333333333,13,0,2,0,0.0,0,0.4042553191489361,0.0,0,0,1
2,15,0,1,1,2,0.5,49,0,6,0,0.0,0,0.1666666666666666,0.0,0,0,1
2,12,0,2,2,3,0.3333333333333333,144,1,21,0,0.0,0,0.0792682926829268,0.0060975609756097,2,0,1
2,16,0,3,2,4,0.25,85,5,11,0,0.0,0,0.1009174311926605,0.0458715596330275,3,0,1
2,15,0,1,1,2,0.5,1,0,1,0,0.0,0,0.5,0.0,0,0,1
1,21,0,1,1,2,0.5,34,0,5,0,0.0,0,0.2903225806451613,0.0,1,0,1
2,15,1,3,2,4,0.25,42,20,12,0,0.0,0,0.0769230769230769,0.1846153846153846,0,0,1
2,11,0,2,1,3,0.3333333333333333,25,0,4,0,0.0,0,0.1363636363636363,0.0,0,0,1
1,19,0,1,1,2,0.5,50,0,9,1,1.0,1,0.1260504201680672,0.0840336134453781,0,0,1
2,12,0,2,2,3,0.3333333333333333,61,5,9,0,0.0,0,0.1234567901234567,0.037037037037037,0,0,1
2,9,4,1,1,2,0.5,24,6,3,0,0.0,0,0.2682926829268293,0.1219512195121951,0,0,1
2,22,0,2,2,3,0.3333333333333333,7,0,1,1,1.0,1,0.1944444444444444,0.0277777777777777,1,0,1
1,13,0,2,2,3,0.3333333333333333,11,0,2,0,0.0,0,0.2258064516129032,0.0,1,0,1
2,12,0,1,1,2,0.5,85,1,13,0,0.0,0,0.1047619047619047,0.0095238095238095,1,0,1
2,7,0,1,1,2,0.5,16,2,3,0,0.0,0,0.1612903225806451,0.064516129032258,0,0,1
2,23,0,3,3,4,0.25,67,3,9,0,0.0,0,0.1224489795918367,0.0306122448979591,1,0,1
2,16,0,2,2,3,0.3333333333333333,26,0,5,0,0.0,0,0.16,0.0,2,0,1
1,16,0,1,1,2,0.5,28,4,4,0,0.0,0,0.2352941176470588,0.0784313725490196,1,0,1
1,14,0,2,2,3,0.3333333333333333,13,2,3,0,0.0,0,0.1764705882352941,0.0588235294117647,1,0,1
2,14,0,1,1,2,0.5,88,0,14,0,0.0,0,0.1,0.0,2,0,1
2,19,0,3,3,4,0.25,38,0,7,0,0.0,0,0.123076923076923,0.0,0,0,1
1,23,0,2,2,3,0.3333333333333333,95,13,16,0,0.0,0,0.12,0.04,0,0,1
1,22,0,2,2,3,0.3333333333333333,43,19,4,0,0.0,0,0.1944444444444444,0.2638888888888889,3,0,1
1,14,0,1,1,2,0.5,1,0,1,0,0.0,0,0.4545454545454545,0.0,0,0,1
2,10,0,2,1,3,0.3333333333333333,22,14,4,0,0.0,0,0.125,0.2,1,0,1
1,16,0,2,2,3,0.3333333333333333,15,1,3,1,1.0,1,0.1739130434782608,0.0869565217391304,1,0,1
1,16,0,2,2,3,0.3333333333333333,33,0,6,0,0.0,0,0.1607142857142857,0.0,0,0,1
2,9,0,1,1,2,0.5,60,6,10,0,0.0,0,0.1298701298701298,0.0649350649350649,1,0,1
2,14,0,1,1,2,0.5,25,5,5,0,0.0,0,0.2127659574468085,0.0851063829787234,1,0,1
2,18,0,2,1,3,0.3333333333333333,17,12,5,0,0.0,0,0.1395348837209302,0.0930232558139534,2,0,1
2,15,0,2,2,3,0.3333333333333333,28,0,3,0,0.0,0,0.196078431372549,0.0,0,0,1
1,37,0,2,2,3,0.3333333333333333,16,0,3,0,0.0,0,0.4833333333333333,0.0,0,0,1
1,15,4,2,2,3,0.3333333333333333,84,33,26,0,0.0,0,0.0377358490566037,0.0377358490566037,0,0,1
1,28,8,2,2,3,0.3333333333333333,9,3,2,0,0.0,0,0.1818181818181818,0.1818181818181818,3,0,1
1,25,0,3,3,4,0.25,22,1,5,1,1.0,1,0.1111111111111111,0.0111111111111111,1,0,1
1,16,0,2,2,3,0.3333333333333333,15,0,3,1,1.0,1,0.1066666666666666,0.08,1,0,1
2,31,0,2,2,3,0.3333333333333333,14,0,2,8,0.125,1,0.1210526315789473,0.0052631578947368,0,0,1
1,18,0,2,2,3,0.3333333333333333,31,14,5,0,0.0,0,0.1428571428571428,0.1071428571428571,0,0,1
1,18,0,3,2,4,0.25,25,3,4,0,0.0,0,0.16,0.06,1,0,1
2,10,0,2,1,3,0.3333333333333333,207,78,69,0,0.0,0,0.0222222222222222,0.0088888888888888,2,0,1
2,26,0,3,2,4,0.25,1,0,1,1,1.0,1,0.1886792452830188,0.0566037735849056,0,0,1
2,11,0,1,1,2,0.5,96,34,31,0,0.0,0,0.0695652173913043,0.0521739130434782,2,0,1
1,14,0,1,1,2,0.5,36,14,4,0,0.0,0,0.3157894736842105,0.1403508771929824,0,0,1
2,18,0,2,2,3,0.3333333333333333,77,7,11,0,0.0,0,0.116504854368932,0.0679611650485436,2,0,1
2,11,0,2,2,3,0.3333333333333333,64,6,12,0,0.0,0,0.108433734939759,0.072289156626506,3,0,1
1,28,0,2,2,3,0.3333333333333333,39,6,6,1,1.0,1,0.2564102564102564,0.0512820512820512,2,0,1
1,30,0,1,1,2,0.5,23,0,3,0,0.0,0,0.45,0.0,0,0,1
2,18,0,2,2,3,0.3333333333333333,29,6,7,0,0.0,0,0.2,0.0727272727272727,1,0,1
1,20,1,2,2,3,0.3333333333333333,26,14,4,0,0.0,0,0.2075471698113207,0.1509433962264151,1,0,1
2,14,0,2,2,3,0.3333333333333333,15,3,3,0,0.0,0,0.1621621621621621,0.081081081081081,0,0,1
2,13,0,1,1,2,0.5,16,0,2,1,1.0,1,0.2641509433962264,0.0,0,0,1
1,18,2,2,2,3,0.3333333333333333,80,0,12,5,0.2,1,0.0738255033557047,0.0536912751677852,2,0,1
2,11,0,2,2,3,0.3333333333333333,63,0,9,0,0.0,0,0.1341463414634146,0.0,3,0,1
2,22,0,3,2,4,0.25,23,8,3,0,0.0,0,0.2075471698113207,0.1509433962264151,0,0,1
2,23,0,2,2,3,0.3333333333333333,31,0,5,0,0.0,0,0.2419354838709677,0.0,2,0,1
2,13,0,2,2,3,0.3333333333333333,21,4,2,0,0.0,0,0.1904761904761904,0.0952380952380952,2,0,1
1,11,0,1,1,2,0.5,1,0,1,2,0.5,1,0.2285714285714285,0.3142857142857143,1,0,1
2,13,3,1,1,2,0.5,60,1,9,0,0.0,0,0.1234567901234567,0.037037037037037,2,0,1
1,9,0,1,1,2,0.5,7,0,2,1,1.0,1,0.1428571428571428,0.1428571428571428,0,0,1
2,16,0,2,2,3,0.3333333333333333,13,6,3,1,1.0,1,0.18,0.12,2,0,1
1,34,0,2,2,3,0.3333333333333333,52,7,9,0,0.0,0,0.2258064516129032,0.043010752688172,2,0,1
1,18,0,3,3,4,0.25,19,12,2,0,0.0,0,0.1363636363636363,0.2727272727272727,0,0,1
1,17,0,2,2,3,0.3333333333333333,12,0,2,0,0.0,0,0.25,0.0,0,0,1
1,20,0,2,1,3,0.3333333333333333,1,0,1,1,1.0,1,0.2,0.075,0,0,1
2,22,0,3,3,4,0.25,1,0,1,1,1.0,1,0.0418006430868167,0.0096463022508038,4,0,1
1,27,0,2,2,3,0.3333333333333333,1,0,1,0,0.0,0,0.3428571428571428,0.0,1,0,1
1,19,0,2,2,3,0.3333333333333333,18,7,3,0,0.0,0,0.1818181818181818,0.1590909090909091,1,0,1
1,22,0,1,1,2,0.5,11,0,2,0,0.0,0,0.475,0.0,0,0,1
1,13,4,2,2,3,0.3333333333333333,17,2,5,0,0.0,0,0.1081081081081081,0.1081081081081081,1,0,1
2,13,2,1,1,2,0.5,82,0,13,0,0.0,0,0.1067961165048543,0.0194174757281553,1,0,1
2,24,0,4,2,5,0.2,15,0,3,1,1.0,1,0.0714285714285714,0.010204081632653,0,0,1
2,15,0,1,1,2,0.5,84,27,30,0,0.0,0,0.102803738317757,0.0186915887850467,0,0,1
1,31,0,2,2,3,0.3333333333333333,42,0,8,0,0.0,0,0.2875,0.0,1,0,1
2,29,0,3,3,4,0.25,68,8,13,0,0.0,0,0.1809523809523809,0.0761904761904762,2,0,1
1,33,1,2,2,3,0.3333333333333333,50,6,9,0,0.0,0,0.2111111111111111,0.0444444444444444,4,0,1
1,24,0,2,2,3,0.3333333333333333,13,0,2,1,1.0,1,0.2666666666666666,0.0,2,0,1
1,34,0,3,2,4,0.25,17,6,4,0,0.0,0,0.3275862068965517,0.0689655172413793,2,0,1
2,17,0,1,1,2,0.5,63,23,10,0,0.0,0,0.1477272727272727,0.0909090909090909,0,0,1
2,16,0,2,2,3,0.3333333333333333,39,3,7,1,1.0,1,0.1058823529411764,0.0588235294117647,1,0,1
1,27,0,3,3,4,0.25,14,0,2,1,1.0,1,0.1666666666666666,0.0666666666666666,2,0,1
1,21,0,1,1,2,0.5,24,0,6,0,0.0,0,0.3269230769230769,0.0,0,0,1
2,24,0,4,1,4,0.25,23,0,3,0,0.0,0,0.2181818181818181,0.0,0,0,1
1,21,0,3,2,4,0.25,21,0,4,0,0.0,0,0.1428571428571428,0.0,0,0,1
2,8,0,1,1,2,0.5,16,0,3,0,0.0,0,0.3125,0.0,1,0,1
2,20,0,1,1,2,0.5,32,0,4,0,0.0,0,0.2833333333333333,0.0,2,0,1
2,25,0,2,2,3,0.3333333333333333,26,0,6,0,0.0,0,0.3050847457627119,0.0,0,0,1
2,30,0,2,2,3,0.3333333333333333,30,8,5,0,0.0,0,0.25,0.1176470588235294,3,0,1
2,18,0,2,2,3,0.3333333333333333,83,8,12,0,0.0,0,0.091743119266055,0.0642201834862385,0,0,1
1,14,0,2,2,3,0.3333333333333333,4,0,1,2,0.5,1,0.1612903225806451,0.0161290322580645,2,0,1
1,14,2,1,1,2,0.5,36,0,7,0,0.0,0,0.1403508771929824,0.0350877192982456,1,0,1
1,24,0,1,1,2,0.5,1,0,1,0,0.0,0,0.59375,0.0,1,0,1
1,10,0,1,1,2,0.5,42,15,14,0,0.0,0,0.1016949152542373,0.0338983050847457,1,0,1
2,22,0,3,3,4,0.25,24,0,5,0,0.0,0,0.1481481481481481,0.0,1,0,1
2,16,0,1,1,2,0.5,26,6,6,0,0.0,0,0.24,0.08,0,0,1
2,11,2,1,1,2,0.5,37,12,12,0,0.0,0,0.0892857142857142,0.0357142857142857,1,0,1
1,8,0,1,1,2,0.5,18,7,3,0,0.0,0,0.1515151515151515,0.2121212121212121,0,0,1
2,13,3,1,1,2,0.5,18,0,3,0,0.0,0,0.1538461538461538,0.0769230769230769,1,0,1
2,17,0,3,3,4,0.25,16,0,3,1,1.0,1,0.2142857142857142,0.0178571428571428,2,0,1
1,14,0,2,2,3,0.3333333333333333,15,5,3,0,0.0,0,0.1944444444444444,0.1388888888888889,0,0,1
1,34,1,2,2,3,0.3333333333333333,26,0,3,0,0.0,0,0.208955223880597,0.0149253731343283,1,0,1
2,18,0,1,1,2,0.5,72,0,12,0,0.0,0,0.1428571428571428,0.0,2,0,1
1,16,0,3,2,4,0.25,24,0,3,1,1.0,1,0.1238095238095238,0.0571428571428571,1,0,1
1,9,0,1,1,2,0.5,57,2,8,0,0.0,0,0.1506849315068493,0.0273972602739726,1,0,1
1,23,0,3,2,4,0.25,38,1,7,0,0.0,0,0.1911764705882352,0.0147058823529411,1,0,1
1,15,0,1,1,2,0.5,8,0,2,1,1.0,1,0.1122448979591836,0.0204081632653061,0,0,1
1,19,1,2,2,3,0.3333333333333333,13,0,2,2,0.5,1,0.0808823529411764,0.0147058823529411,2,0,1
2,16,0,2,2,3,0.3333333333333333,12,0,3,0,0.0,0,0.2777777777777778,0.0,1,0,1
2,22,0,4,3,5,0.2,10,2,3,0,0.0,0,0.15,0.05,0,0,1
2,24,0,3,2,4,0.25,15,0,2,0,0.0,0,0.2127659574468085,0.0,0,0,1
2,9,0,1,1,2,0.5,19,4,3,0,0.0,0,0.2777777777777778,0.1111111111111111,0,0,1
1,10,1,2,2,3,0.3333333333333333,49,0,9,0,0.0,0,0.1515151515151515,0.0151515151515151,0,0,1
1,12,0,2,1,3,0.3333333333333333,18,0,3,0,0.0,0,0.1891891891891892,0.0,1,0,1
1,18,0,2,2,3,0.3333333333333333,45,1,9,0,0.0,0,0.1428571428571428,0.0142857142857142,1,0,1
2,17,0,2,2,3,0.3333333333333333,76,0,12,0,0.0,0,0.1089108910891089,0.0,1,0,1
2,12,0,1,1,2,0.5,16,0,3,0,0.0,0,0.25,0.0,1,0,1
2,15,2,1,1,2,0.5,36,1,5,0,0.0,0,0.2033898305084746,0.0338983050847457,1,0,1
2,17,0,2,2,3,0.3333333333333333,22,0,3,1,1.0,1,0.0891089108910891,0.0792079207920792,2,0,1
